title,publishedAt,duration,views,likes,comments,duration_sec,publish_hour,publish_day,cluster
"Don't Use HTML, CSS & JavaScript (Do this instead!)",2022-02-04 11:30:09+00:00,PT7M23S,364937,14191,628,443.0,11,Friday,1
Project 2: Microsoft Clone (Responsive) in Tailwind CSS: Tailwind Tutorial #15,2022-02-03 11:30:02+00:00,PT1H33M32S,160072,3193,268,5612.0,11,Thursday,1
HTML id vs class 🔥 #shorts,2022-02-03 05:30:06+00:00,PT1M,109269,10544,116,60.0,5,Thursday,1
HTML in 9 Minutes (in Hindi) 🌐,2022-02-02 07:16:45+00:00,PT9M9S,679665,21527,551,549.0,7,Wednesday,1
File Based Routing in Next.js | NextJs Tutorial for Beginners #3,2022-02-01 11:30:14+00:00,PT16M9S,138335,2875,274,969.0,11,Tuesday,1
Our first Next.js website | NextJs Tutorial for Beginners #2,2022-01-30 12:23:03+00:00,PT21M4S,289163,5388,756,1264.0,12,Sunday,1
Introduction to Next.js | NextJs Tutorial for Beginners #1,2022-01-29 06:14:42+00:00,PT8M31S,556434,10931,834,511.0,6,Saturday,1
Wrap Tabs in VS Code is an awesome feature! 🔥 #shorts,2022-01-24 11:41:07+00:00,PT36S,115787,8406,142,36.0,11,Monday,1
⚠WARNING: Don't Learn Tailwind CSS before Learning CSS!,2022-01-23 12:51:26+00:00,PT5M56S,45966,2488,247,356.0,12,Sunday,1
Must Try this VS Code Hack #shorts 🔥,2022-01-22 11:37:09+00:00,PT38S,94839,8278,167,38.0,11,Saturday,1
Is it impossible to master CSS?,2022-01-21 13:35:41+00:00,PT8M,172493,8867,549,480.0,13,Friday,1
Project 1: Facebook Clone in Tailwind CSS: Tailwind Tutorial #14,2022-01-18 12:25:04+00:00,PT31M50S,142436,3329,272,1910.0,12,Tuesday,1
Deploying a Tailwind Website to Production : Tailwind Tutorial #13,2022-01-17 11:30:00+00:00,PT6M19S,70402,1999,188,379.0,11,Monday,1
Customizing Tailwind CSS using tailwind.config.js file: Tailwind Tutorial #12,2022-01-16 11:30:05+00:00,PT15M16S,72035,2159,138,916.0,11,Sunday,1
When to use @apply and @layer directive?: Tailwind Tutorial #11,2022-01-15 11:30:07+00:00,PT8M5S,52653,1941,112,485.0,11,Saturday,1
C Language in 9 Minutes (in Hindi) 🔥,2022-01-14 12:49:25+00:00,PT9M2S,715413,29013,1329,542.0,12,Friday,1
@layer Directive in Tailwind: Tailwind Tutorial #10,2022-01-13 12:46:41+00:00,PT9M47S,62344,2229,172,587.0,12,Thursday,1
@apply directive in Tailwind CSS: Tailwind Tutorial #9,2022-01-12 13:54:42+00:00,PT13M29S,77996,2488,176,809.0,13,Wednesday,1
"Hover, Focus & Other States in Tailwind CSS : Tailwind Tutorial #8",2022-01-08 11:30:04+00:00,PT13M25S,88115,2754,300,805.0,11,Saturday,1
Creating Responsive Designs in Tailwind CSS : Tailwind Tutorial #7,2022-01-07 11:51:44+00:00,PT17M2S,128992,3822,357,1022.0,11,Friday,1
Square Bracket Notation in Tailwind CSS : Tailwind Tutorial #6,2022-01-05 13:22:29+00:00,PT8M46S,89596,2702,196,526.0,13,Wednesday,1
"Margins, Borders & Padding in Tailwind CSS : Tailwind Tutorial #5",2022-01-04 11:30:11+00:00,PT12M18S,105206,2729,186,738.0,11,Tuesday,1
Fonts & Sizing : Tailwind Tutorial #4,2022-01-03 11:30:15+00:00,PT15M10S,144996,3380,217,910.0,11,Monday,1
Why use Tailwind CSS? : Tailwind Tutorial #3,2022-01-02 11:53:18+00:00,PT14M10S,173085,4488,347,850.0,11,Sunday,1
Sweet Spot PC Build for ML & Android Studio 🔥,2022-01-01 11:06:57+00:00,PT6M57S,167381,7910,625,417.0,11,Saturday,1
Our First Tailwind CSS Website: Tailwind Tutorial #2,2021-12-31 12:18:02+00:00,PT28M2S,389966,7720,986,1682.0,12,Friday,1
Introduction to Tailwind CSS & Utility first Workflow: Tailwind Tutorial #1,2021-12-30 15:12:13+00:00,PT18M,829404,17813,1163,1080.0,15,Thursday,1
Python in 8 Minutes (in Hindi) 🐍,2021-12-28 07:49:34+00:00,PT8M29S,1382022,47366,1309,509.0,7,Tuesday,0
Strapi Headless CMS can save a lot of API Development time 🔥 #shorts,2021-12-23 05:39:37+00:00,PT1M,95704,6947,133,60.0,5,Thursday,1
"Personal Portfolio website using pure HTML, CSS and JavaScript",2021-12-22 13:10:00+00:00,PT2H12M11S,1772308,42152,2202,7931.0,13,Wednesday,0
Bootstrap in 2024 - A big NO ❓❓,2021-12-21 11:30:21+00:00,PT11M9S,373140,12273,992,669.0,11,Tuesday,1
5 Ways to Host a Website for Free!!! 🆓🙌,2021-12-21 07:15:17+00:00,PT1M,853389,77912,378,60.0,7,Tuesday,0
7 Coding Myths - Busted! 🕵️‍♂️,2021-12-20 11:47:12+00:00,PT8M12S,228493,13972,658,492.0,11,Monday,1
Why everyone should learn to Code in 2024? (The Reason!),2021-12-18 13:32:50+00:00,PT5M6S,86701,5794,574,306.0,13,Saturday,1
5 ways to customize chrome homepage 🔥 #shorts,2021-12-17 07:29:58+00:00,PT1M,152346,12899,115,60.0,7,Friday,1
Landing Page vs Website - The Difference! 🔥 #shorts,2021-12-13 05:30:12+00:00,PT59S,90268,6369,97,59.0,5,Monday,1
GitHub Desktop saves a lot of time & hassles 🔥 #shorts,2021-12-09 07:21:30+00:00,PT58S,85153,6645,134,58.0,7,Thursday,1
Python Quiz: 99.9% wont get this right! #shorts,2021-12-08 05:37:02+00:00,PT1M,172065,12138,272,60.0,5,Wednesday,1
Can you learn Coding post 30?,2021-12-07 12:37:19+00:00,PT5M51S,74494,3180,514,351.0,12,Tuesday,1
